Variable accession,Variable name,Variable description,Type,Dataset accession,Dataset name,Study,Database
phv00153462,RLC_be_660,"RIGHT LUNG, LOWER CORE: NUMBER VOXELS BELOW OR EQUAL TO -660 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153463,RLC_be_640,"RIGHT LUNG, LOWER CORE: NUMBER VOXELS BELOW OR EQUAL TO -640 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153464,RLC_be_620,"RIGHT LUNG, LOWER CORE: NUMBER VOXELS BELOW OR EQUAL TO -620 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153465,RLC_be_600,"RIGHT LUNG, LOWER CORE: NUMBER VOXELS BELOW OR EQUAL TO -600 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153466,RLC_ae_50,"RIGHT LUNG, LOWER CORE: NUMBER VOXELS ABOVE OR EQUAL TO -50 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153467,RLC_ae_100,"RIGHT LUNG, LOWER CORE: NUMBER VOXELS ABOVE OR EQUAL TO -100 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153468,RLC_ae_150,"RIGHT LUNG, LOWER CORE: NUMBER VOXELS ABOVE OR EQUAL TO -150 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153469,RLC_ae_200,"RIGHT LUNG, LOWER CORE: NUMBER VOXELS ABOVE OR EQUAL TO -200 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153470,RLC_ae_250,"RIGHT LUNG, LOWER CORE: NUMBER VOXELS ABOVE OR EQUAL TO -250 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153471,RLC_mean,"RIGHT LUNG, LOWER CORE: AVERAGE PIXEL VALUES WITHIN LUNG REGION (HU)",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153472,RLC_med,"RIGHT LUNG, LOWER CORE: MEDIAN PIXEL VALUES WITHIN LUNG REGION (HU)",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153473,RLC_var,"RIGHT LUNG, LOWER CORE: VARIANCE OF PIXEL VALUES WITHIN LUNG REGION",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153474,RLC_sd,"RIGHT LUNG, LOWER CORE: STANDARD DEVIATION OF PIXEL VALUES WITHIN LUNG REGION",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153475,RLC_skew,"RIGHT LUNG, LOWER CORE: SKEWNESS OF PIXEL VALUES IN THIS LUNG REGION",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153476,RLC_kurt,"RIGHT LUNG, LOWER CORE: KURTOSIS OF PIXEL VALUES IN THIS LUNG REGION",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153477,RLC_fwhm,"RIGHT LUNG, LOWER CORE: FULL WIDTH, HALF MAX (HU)",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153478,RLC_air_v,"RIGHT LUNG, LOWER CORE: TOTAL VOLUME OF AIR IN THIS LUNG REGION (ml)",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153479,RLC_tis_v,"RIGHT LUNG, LOWER CORE: TOTAL VOLUME OF TISSUE IN THIS LUNG REGION (ml)",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153480,RLC_tot_v,"RIGHT LUNG, LOWER CORE: TOTAL VOLUME OF THIS LUNG REGION (ml)",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153481,RLC_ankl,"RIGHT LUNG, LOWER CORE: ON A PLOT OF NUMBER OF VOXELS VERSUS HU THIS IS THE HU WHERE THE 2ND DERIVATIVE IS MOST POSITIVE (1ST INFLECTION POINT)",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153482,RLC_a_slp,"RIGHT LUNG, LOWER CORE: THE SLOPE OF THE LINE AT THE ANKLE",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153483,RLC_a_int,"RIGHT LUNG, LOWER CORE: THE INTERCEPT OF THE LINE AT THE ANKLE",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153484,RLC_knee,"RIGHT LUNG, LOWER CORE: ON A PLOT OF NUMBER OF VOXELS VERSUS HU THIS IS THE HU WHERE THE 2ND DERIVATIVE IS MOST NEGATIVE (2ND INFLECTION POINT)",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153485,RLC_k_slp,"RIGHT LUNG, LOWER CORE: THE SLOPE OF THE LINE AT THE KNEE",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153486,RLC_k_int,"RIGHT LUNG, LOWER CORE: THE INTERCEPT OF THE LINE AT THE KNEE",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153487,RLC_c_cutoff_hu,"RIGHT LUNG, LOWER CORE: DEFINITION OF EMPHYSEMA CUTOFF VALUE (HU) VALUES LESS THAN THIS ARE CONSIDERED EMPHYSEMA",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153488,RLC_c_v_m,"RIGHT LUNG, LOWER CORE: MEAN LENGTH OF VECTORS DRAWN FROM THE CENTROID OF THE REGION TO EMPHYSEMA VOXELS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153489,RLC_c_v_sd,"RIGHT LUNG, LOWER CORE: STANDARD DEVIATION OF THE LENGTH OF VECTORS DRAWN FROM THE CENTROID OF THE REGION TO EMPHYSEMA VOXELS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153490,RLC_c_v_x_m,"RIGHT LUNG, LOWER CORE: THE X COMPONENT OF THE MEAN VECTOR DRAWN FROM THE CENTROID OF THE REGION TO EMPHYSEMA VOXELS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153491,RLC_c_v_x_sd,"RIGHT LUNG, LOWER CORE: THE X COMPONENT OF THE STANDARD DEVIATION OF THE VECTORS FROM THE CENTROID TO EMPHYSEMA VOXELS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153492,RLC_c_v_y_m,"RIGHT LUNG, LOWER CORE: THE Y COMPONENT OF THE MEAN VECTOR DRAWN FROM THE CENTROID OF THE REGION TO EMPHYSEMA VOXELS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153493,RLC_c_v_y_sd,"RIGHT LUNG, LOWER CORE: THE Y COMPONENT OF THE STANDARD DEVIATION OF THE VECTORS FROM THE CENTROID TO EMPHYSEMA VOXELS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153494,RLC_c_v_z_m,"RIGHT LUNG, LOWER CORE: THE Z COMPONENT OF THE MEAN VECTOR DRAWN FROM THE CENTROID OF THE REGION TO EMPHYSEMA VOXELS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153495,RLC_c_v_z_sd,"RIGHT LUNG, LOWER CORE: THE Z COMPONENT OF THE STANDARD DEVIATION OF THE VECTORS FROM THE CENTROID TO EMPHYSEMA VOXELS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153496,RLC_hu10,"RIGHT LUNG, LOWER CORE: VALUE OF THE PIXEL THAT IS AT THE 10TH PERCENTILE OF PIXEL VALUES",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153497,RLC_hu15,"RIGHT LUNG, LOWER CORE: VALUE OF THE PIXEL THAT IS AT THE 15TH PERCENTILE OF PIXEL VALUES",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153498,RLC_hu20,"RIGHT LUNG, LOWER CORE: VALUE OF THE PIXEL THAT IS AT THE 20TH PERCENTILE OF PIXEL VALUES",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153499,RLP_tot_vx,"RIGHT LUNG, LOWER PEEL: TOTAL NUMBER OF VOXELS IN LUNG REGION",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153500,RLP_be_960,"RIGHT LUNG, LOWER PEEL: NUMBER VOXELS BELOW OR EQUAL TO -960 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153501,RLP_be_950,"RIGHT LUNG, LOWER PEEL: NUMBER VOXELS BELOW OR EQUAL TO -950 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153502,RLP_be_940,"RIGHT LUNG, LOWER PEEL: NUMBER VOXELS BELOW OR EQUAL TO -940 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153503,RLP_be_930,"RIGHT LUNG, LOWER PEEL: NUMBER VOXELS BELOW OR EQUAL TO -930 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153504,RLP_be_920,"RIGHT LUNG, LOWER PEEL: NUMBER VOXELS BELOW OR EQUAL TO -920 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153505,RLP_be_910,"RIGHT LUNG, LOWER PEEL: NUMBER VOXELS BELOW OR EQUAL TO -910 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153506,RLP_be_900,"RIGHT LUNG, LOWER PEEL: NUMBER VOXELS BELOW OR EQUAL TO -900 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153507,RLP_be_890,"RIGHT LUNG, LOWER PEEL: NUMBER VOXELS BELOW OR EQUAL TO -890 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153508,RLP_be_870,"RIGHT LUNG, LOWER PEEL: NUMBER VOXELS BELOW OR EQUAL TO -870 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153509,RLP_be_850,"RIGHT LUNG, LOWER PEEL: NUMBER VOXELS BELOW OR EQUAL TO -850 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153510,RLP_be_830,"RIGHT LUNG, LOWER PEEL: NUMBER VOXELS BELOW OR EQUAL TO -830 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153511,RLP_be_810,"RIGHT LUNG, LOWER PEEL: NUMBER VOXELS BELOW OR EQUAL TO -810 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153512,RLP_be_660,"RIGHT LUNG, LOWER PEEL: NUMBER VOXELS BELOW OR EQUAL TO -660 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153513,RLP_be_640,"RIGHT LUNG, LOWER PEEL: NUMBER VOXELS BELOW OR EQUAL TO -640 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153514,RLP_be_620,"RIGHT LUNG, LOWER PEEL: NUMBER VOXELS BELOW OR EQUAL TO -620 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153515,RLP_be_600,"RIGHT LUNG, LOWER PEEL: NUMBER VOXELS BELOW OR EQUAL TO -600 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153516,RLP_ae_50,"RIGHT LUNG, LOWER PEEL: NUMBER VOXELS ABOVE OR EQUAL TO -50 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153517,RLP_ae_100,"RIGHT LUNG, LOWER PEEL: NUMBER VOXELS ABOVE OR EQUAL TO -100 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153518,RLP_ae_150,"RIGHT LUNG, LOWER PEEL: NUMBER VOXELS ABOVE OR EQUAL TO -150 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153519,RLP_ae_200,"RIGHT LUNG, LOWER PEEL: NUMBER VOXELS ABOVE OR EQUAL TO -200 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153520,RLP_ae_250,"RIGHT LUNG, LOWER PEEL: NUMBER VOXELS ABOVE OR EQUAL TO -250 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153521,RLP_mean,"RIGHT LUNG, LOWER PEEL: AVERAGE PIXEL VALUES WITHIN LUNG REGION (HU)",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153522,RLP_med,"RIGHT LUNG, LOWER PEEL: MEDIAN PIXEL VALUES WITHIN LUNG REGION (HU)",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153523,RLP_var,"RIGHT LUNG, LOWER PEEL: VARIANCE OF PIXEL VALUES WITHIN LUNG REGION",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153524,RLP_sd,"RIGHT LUNG, LOWER PEEL: STANDARD DEVIATION OF PIXEL VALUES WITHIN LUNG REGION",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153525,RLP_skew,"RIGHT LUNG, LOWER PEEL: SKEWNESS OF PIXEL VALUES IN THIS LUNG REGION",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153526,RLP_kurt,"RIGHT LUNG, LOWER PEEL: KURTOSIS OF PIXEL VALUES IN THIS LUNG REGION",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153527,RLP_fwhm,"RIGHT LUNG, LOWER PEEL: FULL WIDTH, HALF MAX (HU)",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153528,RLP_air_v,"RIGHT LUNG, LOWER PEEL: TOTAL VOLUME OF AIR IN THIS LUNG REGION (ml)",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153529,RLP_tis_v,"RIGHT LUNG, LOWER PEEL: TOTAL VOLUME OF TISSUE IN THIS LUNG REGION (ml)",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153530,RLP_tot_v,"RIGHT LUNG, LOWER PEEL: TOTAL VOLUME OF THIS LUNG REGION (ml)",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153531,RLP_ankl,"RIGHT LUNG, LOWER PEEL: ON A PLOT OF NUMBER OF VOXELS VERSUS HU THIS IS THE HU WHERE THE 2ND DERIVATIVE IS MOST POSITIVE (1ST INFLECTION POINT)",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153532,RLP_a_slp,"RIGHT LUNG, LOWER PEEL: THE SLOPE OF THE LINE AT THE ANKLE",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153533,RLP_a_int,"RIGHT LUNG, LOWER PEEL: THE INTERCEPT OF THE LINE AT THE ANKLE",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153534,RLP_knee,"RIGHT LUNG, LOWER PEEL: ON A PLOT OF NUMBER OF VOXELS VERSUS HU THIS IS THE HU WHERE THE 2ND DERIVATIVE IS MOST NEGATIVE (2ND INFLECTION POINT)",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153535,RLP_k_slp,"RIGHT LUNG, LOWER PEEL: THE SLOPE OF THE LINE AT THE KNEE",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153536,RLP_k_int,"RIGHT LUNG, LOWER PEEL: THE INTERCEPT OF THE LINE AT THE KNEE",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153537,RLP_c_cutoff_hu,"RIGHT LUNG, LOWER PEEL: DEFINITION OF EMPHYSEMA CUTOFF VALUE (HU) VALUES LESS THAN THIS ARE CONSIDERED EMPHYSEMA",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153538,RLP_c_v_m,"RIGHT LUNG, LOWER PEEL: MEAN LENGTH OF VECTORS DRAWN FROM THE CENTROID OF THE REGION TO EMPHYSEMA VOXELS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153539,RLP_c_v_sd,"RIGHT LUNG, LOWER PEEL: STANDARD DEVIATION OF THE LENGTH OF VECTORS DRAWN FROM THE CENTROID OF THE REGION TO EMPHYSEMA VOXELS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153540,RLP_c_v_x_m,"RIGHT LUNG, LOWER PEEL: THE X COMPONENT OF THE MEAN VECTOR DRAWN FROM THE CENTROID OF THE REGION TO EMPHYSEMA VOXELS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153541,RLP_c_v_x_sd,"RIGHT LUNG, LOWER PEEL: THE X COMPONENT OF THE STANDARD DEVIATION OF THE VECTORS FROM THE CENTROID TO EMPHYSEMA VOXELS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153542,RLP_c_v_y_m,"RIGHT LUNG, LOWER PEEL: THE Y COMPONENT OF THE MEAN VECTOR DRAWN FROM THE CENTROID OF THE REGION TO EMPHYSEMA VOXELS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153543,RLP_c_v_y_sd,"RIGHT LUNG, LOWER PEEL: THE Y COMPONENT OF THE STANDARD DEVIATION OF THE VECTORS FROM THE CENTROID TO EMPHYSEMA VOXELS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153544,RLP_c_v_z_m,"RIGHT LUNG, LOWER PEEL: THE Z COMPONENT OF THE MEAN VECTOR DRAWN FROM THE CENTROID OF THE REGION TO EMPHYSEMA VOXELS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153545,RLP_c_v_z_sd,"RIGHT LUNG, LOWER PEEL: THE Z COMPONENT OF THE STANDARD DEVIATION OF THE VECTORS FROM THE CENTROID TO EMPHYSEMA VOXELS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153546,RLP_hu10,"RIGHT LUNG, LOWER PEEL: VALUE OF THE PIXEL THAT IS AT THE 10TH PERCENTILE OF PIXEL VALUES",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153547,RLP_hu15,"RIGHT LUNG, LOWER PEEL: VALUE OF THE PIXEL THAT IS AT THE 15TH PERCENTILE OF PIXEL VALUES",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153548,RLP_hu20,"RIGHT LUNG, LOWER PEEL: VALUE OF THE PIXEL THAT IS AT THE 20TH PERCENTILE OF PIXEL VALUES",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153549,RM_tot_vx,"RIGHT LUNG, MIDDLE: TOTAL NUMBER OF VOXELS IN LUNG REGION",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153550,RM_be_960,"RIGHT LUNG, MIDDLE: NUMBER VOXELS BELOW OR EQUAL TO -960 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153551,RM_be_950,"RIGHT LUNG, MIDDLE: NUMBER VOXELS BELOW OR EQUAL TO -950 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153552,RM_be_940,"RIGHT LUNG, MIDDLE: NUMBER VOXELS BELOW OR EQUAL TO -940 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153553,RM_be_930,"RIGHT LUNG, MIDDLE: NUMBER VOXELS BELOW OR EQUAL TO -930 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153554,RM_be_920,"RIGHT LUNG, MIDDLE: NUMBER VOXELS BELOW OR EQUAL TO -920 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153555,RM_be_910,"RIGHT LUNG, MIDDLE: NUMBER VOXELS BELOW OR EQUAL TO -910 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153556,RM_be_900,"RIGHT LUNG, MIDDLE: NUMBER VOXELS BELOW OR EQUAL TO -900 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153557,RM_be_890,"RIGHT LUNG, MIDDLE: NUMBER VOXELS BELOW OR EQUAL TO -890 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153558,RM_be_870,"RIGHT LUNG, MIDDLE: NUMBER VOXELS BELOW OR EQUAL TO -870 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153559,RM_be_850,"RIGHT LUNG, MIDDLE: NUMBER VOXELS BELOW OR EQUAL TO -850 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153560,RM_be_830,"RIGHT LUNG, MIDDLE: NUMBER VOXELS BELOW OR EQUAL TO -830 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153561,RM_be_810,"RIGHT LUNG, MIDDLE: NUMBER VOXELS BELOW OR EQUAL TO -810 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153562,RM_be_660,"RIGHT LUNG, MIDDLE: NUMBER VOXELS BELOW OR EQUAL TO -660 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153563,RM_be_640,"RIGHT LUNG, MIDDLE: NUMBER VOXELS BELOW OR EQUAL TO -640 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153564,RM_be_620,"RIGHT LUNG, MIDDLE: NUMBER VOXELS BELOW OR EQUAL TO -620 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153565,RM_be_600,"RIGHT LUNG, MIDDLE: NUMBER VOXELS BELOW OR EQUAL TO -600 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153566,RM_ae_50,"RIGHT LUNG, MIDDLE: NUMBER VOXELS ABOVE OR EQUAL TO -50 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153567,RM_ae_100,"RIGHT LUNG, MIDDLE: NUMBER VOXELS ABOVE OR EQUAL TO -100 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153568,RM_ae_150,"RIGHT LUNG, MIDDLE: NUMBER VOXELS ABOVE OR EQUAL TO -150 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153569,RM_ae_200,"RIGHT LUNG, MIDDLE: NUMBER VOXELS ABOVE OR EQUAL TO -200 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153570,RM_ae_250,"RIGHT LUNG, MIDDLE: NUMBER VOXELS ABOVE OR EQUAL TO -250 HOUNSFIELD UNITS",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153571,RM_mean,"RIGHT LUNG, MIDDLE: AVERAGE PIXEL VALUES WITHIN LUNG REGION (HU)",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153572,RM_med,"RIGHT LUNG, MIDDLE: MEDIAN PIXEL VALUES WITHIN LUNG REGION (HU)",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153573,RM_var,"RIGHT LUNG, MIDDLE: VARIANCE OF PIXEL VALUES WITHIN LUNG REGION",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153574,RM_sd,"RIGHT LUNG, MIDDLE: STANDARD DEVIATION OF PIXEL VALUES WITHIN LUNG REGION",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153575,RM_skew,"RIGHT LUNG, MIDDLE: SKEWNESS OF PIXEL VALUES IN THIS LUNG REGION",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153576,RM_kurt,"RIGHT LUNG, MIDDLE: KURTOSIS OF PIXEL VALUES IN THIS LUNG REGION",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153577,RM_fwhm,"RIGHT LUNG, MIDDLE: FULL WIDTH, HALF MAX (HU)",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153578,RM_air_v,"RIGHT LUNG, MIDDLE: TOTAL VOLUME OF AIR IN THIS LUNG REGION (ml)",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153579,RM_tis_v,"RIGHT LUNG, MIDDLE: TOTAL VOLUME OF TISSUE IN THIS LUNG REGION (ml)",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153580,RM_tot_v,"RIGHT LUNG, MIDDLE: TOTAL VOLUME OF THIS LUNG REGION (ml)",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153581,RM_ankl,"RIGHT LUNG, MIDDLE: ON A PLOT OF NUMBER OF VOXELS VERSUS HU THIS IS THE HU WHERE THE 2ND DERIVATIVE IS MOST POSITIVE (1ST INFLECTION POINT)",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153582,RM_a_slp,"RIGHT LUNG, MIDDLE: THE SLOPE OF THE LINE AT THE ANKLE",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153583,RM_a_int,"RIGHT LUNG, MIDDLE: THE INTERCEPT OF THE LINE AT THE ANKLE",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153584,RM_knee,"RIGHT LUNG, MIDDLE: ON A PLOT OF NUMBER OF VOXELS VERSUS HU THIS IS THE HU WHERE THE 2ND DERIVATIVE IS MOST NEGATIVE (2ND INFLECTION POINT)",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153585,RM_k_slp,"RIGHT LUNG, MIDDLE: THE SLOPE OF THE LINE AT THE KNEE",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153586,RM_k_int,"RIGHT LUNG, MIDDLE: THE INTERCEPT OF THE LINE AT THE KNEE",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
phv00153587,RM_c_cutoff_hu,"RIGHT LUNG, MIDDLE: DEFINITION OF EMPHYSEMA CUTOFF VALUE (HU) VALUES LESS THAN THIS ARE CONSIDERED EMPHYSEMA",Numeric,pht002109,MESA_MesaFamily_LungCT,phs000209,mesa
